Municipios;Sexo;Periodo;Total
08184 Rubí;Hombres;2014;39,59
08184 Rubí;Mujeres;2019;40,07
08184 Rubí;Mujeres;2018;39,19
08184 Rubí;Mujeres;2017;38,16
08184 Rubí;Mujeres;2016;36,52
08184 Rubí;Mujeres;2015;36,11
08184 Rubí;Mujeres;2014;34,69
08187 Sabadell;Ambos sexos;2019;41,79
08187 Sabadell;Ambos sexos;2018;41,39
08187 Sabadell;Ambos sexos;2017;40,71
08187 Sabadell;Ambos sexos;2016;39,68
08187 Sabadell;Ambos sexos;2015;38,76
08187 Sabadell;Ambos sexos;2014;38,37
08187 Sabadell;Hombres;2019;44,35
08187 Sabadell;Hombres;2018;44,11
08187 Sabadell;Hombres;2017;43,38
08187 Sabadell;Hombres;2016;42,44
08187 Sabadell;Hombres;2015;40,93
08187 Sabadell;Hombres;2014;40,68
08187 Sabadell;Mujeres;2019;39,12
08187 Sabadell;Mujeres;2018;38,5
08187 Sabadell;Mujeres;2017;37,91
08187 Sabadell;Mujeres;2016;36,87
08187 Sabadell;Mujeres;2015;36,62
08187 Sabadell;Mujeres;2014;36,04
46220 Sagunto/Sagunt;Ambos sexos;2019;41,99
46220 Sagunto/Sagunt;Ambos sexos;2018;40,66
46220 Sagunto/Sagunt;Ambos sexos;2017;39,45
46220 Sagunto/Sagunt;Ambos sexos;2016;40,96
46220 Sagunto/Sagunt;Ambos sexos;2015;41,18
46220 Sagunto/Sagunt;Ambos sexos;2014;40,15
46220 Sagunto/Sagunt;Hombres;2019;44,86
46220 Sagunto/Sagunt;Hombres;2018;43,57
46220 Sagunto/Sagunt;Hombres;2017;42,02
46220 Sagunto/Sagunt;Hombres;2016;44,04
46220 Sagunto/Sagunt;Hombres;2015;44,22
46220 Sagunto/Sagunt;Hombres;2014;43,37
46220 Sagunto/Sagunt;Mujeres;2019;38,96
46220 Sagunto/Sagunt;Mujeres;2018;37,56
46220 Sagunto/Sagunt;Mujeres;2017;36,78
46220 Sagunto/Sagunt;Mujeres;2016;37,72
46220 Sagunto/Sagunt;Mujeres;2015;37,93
46220 Sagunto/Sagunt;Mujeres;2014;36,82
37274 Salamanca;Ambos sexos;2019;38,83
37274 Salamanca;Ambos sexos;2018;38,15
37274 Salamanca;Ambos sexos;2017;37,68
37274 Salamanca;Ambos sexos;2016;37,33
37274 Salamanca;Ambos sexos;2015;36,79
37274 Salamanca;Ambos sexos;2014;36,44
37274 Salamanca;Hombres;2019;40,82
37274 Salamanca;Hombres;2018;40,33
37274 Salamanca;Hombres;2017;39,83
37274 Salamanca;Hombres;2016;39,75
37274 Salamanca;Hombres;2015;38,98
37274 Salamanca;Hombres;2014;38,91
37274 Salamanca;Mujeres;2019;36,89
37274 Salamanca;Mujeres;2018;36,01
37274 Salamanca;Mujeres;2017;35,62
37274 Salamanca;Mujeres;2016;34,93
37274 Salamanca;Mujeres;2015;34,65
37274 Salamanca;Mujeres;2014;33,98
35019 San Bartolomé de Tirajana;Ambos sexos;2019;44,59
35019 San Bartolomé de Tirajana;Ambos sexos;2018;43,81
35019 San Bartolomé de Tirajana;Ambos sexos;2017;42,57
35019 San Bartolomé de Tirajana;Ambos sexos;2016;42,57
35019 San Bartolomé de Tirajana;Ambos sexos;2015;42,54
35019 San Bartolomé de Tirajana;Ambos sexos;2014;43,83
35019 San Bartolomé de Tirajana;Hombres;2019;48
35019 San Bartolomé de Tirajana;Hombres;2018;47,22
35019 San Bartolomé de Tirajana;Hombres;2017;46,23
35019 San Bartolomé de Tirajana;Hombres;2016;46,23
35019 San Bartolomé de Tirajana;Hombres;2015;46,5
35019 San Bartolomé de Tirajana;Hombres;2014;46,9
35019 San Bartolomé de Tirajana;Mujeres;2019;40,08
35019 San Bartolomé de Tirajana;Mujeres;2018;39,64
35019 San Bartolomé de Tirajana;Mujeres;2017;37,79
35019 San Bartolomé de Tirajana;Mujeres;2016;37,81
35019 San Bartolomé de Tirajana;Mujeres;2015;37,14
35019 San Bartolomé de Tirajana;Mujeres;2014;39,65
38023 San Cristóbal de La Laguna;Ambos sexos;2019;42,77
38023 San Cristóbal de La Laguna;Ambos sexos;2018;41,94
38023 San Cristóbal de La Laguna;Ambos sexos;2017;41,77
38023 San Cristóbal de La Laguna;Ambos sexos;2016;41,71
38023 San Cristóbal de La Laguna;Ambos sexos;2015;41,56
38023 San Cristóbal de La Laguna;Ambos sexos;2014;40,84
38023 San Cristóbal de La Laguna;Hombres;2019;45,25
38023 San Cristóbal de La Laguna;Hombres;2018;44,37
38023 San Cristóbal de La Laguna;Hombres;2017;44,33
38023 San Cristóbal de La Laguna;Hombres;2016;44,26
38023 San Cristóbal de La Laguna;Hombres;2015;44,05
38023 San Cristóbal de La Laguna;Hombres;2014;43,62
38023 San Cristóbal de La Laguna;Mujeres;2019;40,18
38023 San Cristóbal de La Laguna;Mujeres;2018;39,46
38023 San Cristóbal de La Laguna;Mujeres;2017;39,11
38023 San Cristóbal de La Laguna;Mujeres;2016;39,05
38023 San Cristóbal de La Laguna;Mujeres;2015;38,88
38023 San Cristóbal de La Laguna;Mujeres;2014;37,87
11031 San Fernando;Ambos sexos;2019;39,95
11031 San Fernando;Ambos sexos;2018;38,98
11031 San Fernando;Ambos sexos;2017;38,32
11031 San Fernando;Ambos sexos;2016;37,54
11031 San Fernando;Ambos sexos;2015;37,42
11031 San Fernando;Ambos sexos;2014;35,84
11031 San Fernando;Hombres;2019;41,88
11031 San Fernando;Hombres;2018;41,1
11031 San Fernando;Hombres;2017;40,69
11031 San Fernando;Hombres;2016;40,39
11031 San Fernando;Hombres;2015;40,28
11031 San Fernando;Hombres;2014;38,23
11031 San Fernando;Mujeres;2019;37,92
11031 San Fernando;Mujeres;2018;36,85
11031 San Fernando;Mujeres;2017;35,87
11031 San Fernando;Mujeres;2016;34,64
11031 San Fernando;Mujeres;2015;34,37
11031 San Fernando;Mujeres;2014;33,31
28134 San Sebastián de los Reyes;Ambos sexos;2019;40,75
28134 San Sebastián de los Reyes;Ambos sexos;2018;39,24
28134 San Sebastián de los Reyes;Ambos sexos;2017;38,54
28134 San Sebastián de los Reyes;Ambos sexos;2016;38,09
28134 San Sebastián de los Reyes;Ambos sexos;2015;37,44
28134 San Sebastián de los Reyes;Ambos sexos;2014;36,93
28134 San Sebastián de los Reyes;Hombres;2019;43,46
28134 San Sebastián de los Reyes;Hombres;2018;41,83
28134 San Sebastián de los Reyes;Hombres;2017;41,02
28134 San Sebastián de los Reyes;Hombres;2016;40,79
28134 San Sebastián de los Reyes;Hombres;2015;39,53
28134 San Sebastián de los Reyes;Hombres;2014;39,08
28134 San Sebastián de los Reyes;Mujeres;2019;38
28134 San Sebastián de los Reyes;Mujeres;2018;36,64
28134 San Sebastián de los Reyes;Mujeres;2017;36,03
28134 San Sebastián de los Reyes;Mujeres;2016;35,39
28134 San Sebastián de los Reyes;Mujeres;2015;35,41
28134 San Sebastián de los Reyes;Mujeres;2014;34,76
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Ambos sexos;2019;41,16
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Ambos sexos;2018;39,89
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Ambos sexos;2017;38,06
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Ambos sexos;2016;37,64
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Ambos sexos;2015;38,1
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Ambos sexos;2014;37,57
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Hombres;2019;43,9
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Hombres;2018;42,5
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Hombres;2017;40,95
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Hombres;2016;40,74
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Hombres;2015;40,85
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Hombres;2014;40,06
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Mujeres;2019;38,21
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Mujeres;2018;37,14
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Mujeres;2017;35,19
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Mujeres;2016;34,37
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Mujeres;2015;35,22
03122 San Vicente del Raspeig/Sant Vicent del Raspeig;Mujeres;2014;35,04
11032 Sanlúcar de Barrameda;Ambos sexos;2019;38,16
11032 Sanlúcar de Barrameda;Ambos sexos;2018;38,36
11032 Sanlúcar de Barrameda;Ambos sexos;2017;38,14
11032 Sanlúcar de Barrameda;Ambos sexos;2016;37,25
11032 Sanlúcar de Barrameda;Ambos sexos;2015;35,87
11032 Sanlúcar de Barrameda;Ambos sexos;2014;35,79
11032 Sanlúcar de Barrameda;Hombres;2019;40,59
11032 Sanlúcar de Barrameda;Hombres;2018;40,59
11032 Sanlúcar de Barrameda;Hombres;2017;40,35
11032 Sanlúcar de Barrameda;Hombres;2016;39,48
11032 Sanlúcar de Barrameda;Hombres;2015;38,17
11032 Sanlúcar de Barrameda;Hombres;2014;38,34
11032 Sanlúcar de Barrameda;Mujeres;2019;35,62
11032 Sanlúcar de Barrameda;Mujeres;2018;35,99
11032 Sanlúcar de Barrameda;Mujeres;2017;35,87
11032 Sanlúcar de Barrameda;Mujeres;2016;34,92
11032 Sanlúcar de Barrameda;Mujeres;2015;33,41
11032 Sanlúcar de Barrameda;Mujeres;2014;33,18
08200 Sant Boi de Llobregat;Ambos sexos;2019;40,63
08200 Sant Boi de Llobregat;Ambos sexos;2018;38,77
08200 Sant Boi de Llobregat;Ambos sexos;2017;38,11
08200 Sant Boi de Llobregat;Ambos sexos;2016;37,27
08200 Sant Boi de Llobregat;Ambos sexos;2015;37,86
08200 Sant Boi de Llobregat;Ambos sexos;2014;37,46
08200 Sant Boi de Llobregat;Hombres;2019;43,18
08200 Sant Boi de Llobregat;Hombres;2018;41,1
08200 Sant Boi de Llobregat;Hombres;2017;40,42
08200 Sant Boi de Llobregat;Hombres;2016;39,69
08200 Sant Boi de Llobregat;Hombres;2015;40,33
08200 Sant Boi de Llobregat;Hombres;2014;40,01
08200 Sant Boi de Llobregat;Mujeres;2019;38,07
08200 Sant Boi de Llobregat;Mujeres;2018;36,44
08200 Sant Boi de Llobregat;Mujeres;2017;35,89
08200 Sant Boi de Llobregat;Mujeres;2016;34,92
08200 Sant Boi de Llobregat;Mujeres;2015;35,45
08200 Sant Boi de Llobregat;Mujeres;2014;34,93
08205 Sant Cugat del Vallès;Ambos sexos;2019;41,7
08205 Sant Cugat del Vallès;Ambos sexos;2018;41,91
08205 Sant Cugat del Vallès;Ambos sexos;2017;41,88
08205 Sant Cugat del Vallès;Ambos sexos;2016;41,45
08205 Sant Cugat del Vallès;Ambos sexos;2015;41
08205 Sant Cugat del Vallès;Ambos sexos;2014;40,66
08205 Sant Cugat del Vallès;Hombres;2019;44,25
08205 Sant Cugat del Vallès;Hombres;2018;44,29
08205 Sant Cugat del Vallès;Hombres;2017;44,61
08205 Sant Cugat del Vallès;Hombres;2016;44,35
08205 Sant Cugat del Vallès;Hombres;2015;43,92
08205 Sant Cugat del Vallès;Hombres;2014;43,77
08205 Sant Cugat del Vallès;Mujeres;2019;39,03
08205 Sant Cugat del Vallès;Mujeres;2018;39,34
08205 Sant Cugat del Vallès;Mujeres;2017;38,91
08205 Sant Cugat del Vallès;Mujeres;2016;37,93
08205 Sant Cugat del Vallès;Mujeres;2015;37,35
08205 Sant Cugat del Vallès;Mujeres;2014;37,08
08245 Santa Coloma de Gramenet;Ambos sexos;2019;41,31
08245 Santa Coloma de Gramenet;Ambos sexos;2018;41,07
08245 Santa Coloma de Gramenet;Ambos sexos;2017;39,93
08245 Santa Coloma de Gramenet;Ambos sexos;2016;39,31
08245 Santa Coloma de Gramenet;Ambos sexos;2015;38,83
08245 Santa Coloma de Gramenet;Ambos sexos;2014;38,22
08245 Santa Coloma de Gramenet;Hombres;2019;44,59
08245 Santa Coloma de Gramenet;Hombres;2018;44,41
08245 Santa Coloma de Gramenet;Hombres;2017;42,81
08245 Santa Coloma de Gramenet;Hombres;2016;42,43
08245 Santa Coloma de Gramenet;Hombres;2015;41,88
08245 Santa Coloma de Gramenet;Hombres;2014;41,39
08245 Santa Coloma de Gramenet;Mujeres;2019;37,66
08245 Santa Coloma de Gramenet;Mujeres;2018;37,51
08245 Santa Coloma de Gramenet;Mujeres;2017;36,9
08245 Santa Coloma de Gramenet;Mujeres;2016;36,22
08245 Santa Coloma de Gramenet;Mujeres;2015;35,83
08245 Santa Coloma de Gramenet;Mujeres;2014;35,16
38038 Santa Cruz de Tenerife;Ambos sexos;2019;43,9
38038 Santa Cruz de Tenerife;Ambos sexos;2018;43,5
38038 Santa Cruz de Tenerife;Ambos sexos;2017;43,16
38038 Santa Cruz de Tenerife;Ambos sexos;2016;42,88
38038 Santa Cruz de Tenerife;Ambos sexos;2015;42,25
38038 Santa Cruz de Tenerife;Ambos sexos;2014;42,04
38038 Santa Cruz de Tenerife;Hombres;2019;46,8
38038 Santa Cruz de Tenerife;Hombres;2018;46,44
38038 Santa Cruz de Tenerife;Hombres;2017;46,34
38038 Santa Cruz de Tenerife;Hombres;2016;46,17
38038 Santa Cruz de Tenerife;Hombres;2015;45,49
38038 Santa Cruz de Tenerife;Hombres;2014;45,07
38038 Santa Cruz de Tenerife;Mujeres;2019;40,57
38038 Santa Cruz de Tenerife;Mujeres;2018;40,18
38038 Santa Cruz de Tenerife;Mujeres;2017;39,58
38038 Santa Cruz de Tenerife;Mujeres;2016;39,36
38038 Santa Cruz de Tenerife;Mujeres;2015;38,83
38038 Santa Cruz de Tenerife;Mujeres;2014;38,77
35022 Santa Lucía de Tirajana;Ambos sexos;2019;44,82
35022 Santa Lucía de Tirajana;Ambos sexos;2018;43,51
35022 Santa Lucía de Tirajana;Ambos sexos;2017;42,86
35022 Santa Lucía de Tirajana;Ambos sexos;2016;40,55
35022 Santa Lucía de Tirajana;Ambos sexos;2015;40,53
35022 Santa Lucía de Tirajana;Ambos sexos;2014;39,45
35022 Santa Lucía de Tirajana;Hombres;2019;47,82
35022 Santa Lucía de Tirajana;Hombres;2018;46,74
35022 Santa Lucía de Tirajana;Hombres;2017;45,95
35022 Santa Lucía de Tirajana;Hombres;2016;43,85
35022 Santa Lucía de Tirajana;Hombres;2015;43,93
35022 Santa Lucía de Tirajana;Hombres;2014;42,74
35022 Santa Lucía de Tirajana;Mujeres;2019;40,96
35022 Santa Lucía de Tirajana;Mujeres;2018;39,34
35022 Santa Lucía de Tirajana;Mujeres;2017;38,87
35022 Santa Lucía de Tirajana;Mujeres;2016;36,35
35022 Santa Lucía de Tirajana;Mujeres;2015;36,35
35022 Santa Lucía de Tirajana;Mujeres;2014;35,37
39075 Santander;Ambos sexos;2019;41,52
39075 Santander;Ambos sexos;2018;41
39075 Santander;Ambos sexos;2017;39,97
39075 Santander;Ambos sexos;2016;39,66
39075 Santander;Ambos sexos;2015;39,09
39075 Santander;Ambos sexos;2014;39,52
39075 Santander;Hombres;2019;43,87
39075 Santander;Hombres;2018;43,33
39075 Santander;Hombres;2017;42,21
39075 Santander;Hombres;2016;42,12
39075 Santander;Hombres;2015;41,82
39075 Santander;Hombres;2014;42,23
39075 Santander;Mujeres;2019;39,22
39075 Santander;Mujeres;2018;38,75
39075 Santander;Mujeres;2017;37,77
39075 Santander;Mujeres;2016;37,25
39075 Santander;Mujeres;2015;36,47
39075 Santander;Mujeres;2014;36,8
15078 Santiago de Compostela;Ambos sexos;2019;39,46
15078 Santiago de Compostela;Ambos sexos;2018;39
15078 Santiago de Compostela;Ambos sexos;2017;38,8
15078 Santiago de Compostela;Ambos sexos;2016;38,02
15078 Santiago de Compostela;Ambos sexos;2015;37,42
15078 Santiago de Compostela;Ambos sexos;2014;37,34
15078 Santiago de Compostela;Hombres;2019;41,96
15078 Santiago de Compostela;Hombres;2018;41,86
15078 Santiago de Compostela;Hombres;2017;41,28
15078 Santiago de Compostela;Hombres;2016;40,47
15078 Santiago de Compostela;Hombres;2015;39,66
15078 Santiago de Compostela;Hombres;2014;40,04
15078 Santiago de Compostela;Mujeres;2019;36,94
15078 Santiago de Compostela;Mujeres;2018;36,06
15078 Santiago de Compostela;Mujeres;2017;36,38
15078 Santiago de Compostela;Mujeres;2016;35,57
15078 Santiago de Compostela;Mujeres;2015;35,28
15078 Santiago de Compostela;Mujeres;2014;34,76
40194 Segovia;Ambos sexos;2019;38,15
40194 Segovia;Ambos sexos;2018;37,14
40194 Segovia;Ambos sexos;2017;36,74
40194 Segovia;Ambos sexos;2016;37,22
40194 Segovia;Ambos sexos;2015;36,43
40194 Segovia;Ambos sexos;2014;36,8
40194 Segovia;Hombres;2019;39,61
40194 Segovia;Hombres;2018;39,27
40194 Segovia;Hombres;2017;39,15
40194 Segovia;Hombres;2016;39,87
40194 Segovia;Hombres;2015;38,7
40194 Segovia;Hombres;2014;39,68
40194 Segovia;Mujeres;2019;36,61
40194 Segovia;Mujeres;2018;34,98
40194 Segovia;Mujeres;2017;34,3
40194 Segovia;Mujeres;2016;34,53
40194 Segovia;Mujeres;2015;34,12
40194 Segovia;Mujeres;2014;33,86
41091 Sevilla;Ambos sexos;2019;40,82
41091 Sevilla;Ambos sexos;2018;40,13
41091 Sevilla;Ambos sexos;2017;39,38
41091 Sevilla;Ambos sexos;2016;39,18
41091 Sevilla;Ambos sexos;2015;38,89
41091 Sevilla;Ambos sexos;2014;38,88
41091 Sevilla;Hombres;2019;43,38
41091 Sevilla;Hombres;2018;42,79
41091 Sevilla;Hombres;2017;42,13
41091 Sevilla;Hombres;2016;41,96
41091 Sevilla;Hombres;2015;41,68
41091 Sevilla;Hombres;2014;41,64
41091 Sevilla;Mujeres;2019;38,19
41091 Sevilla;Mujeres;2018;37,45
41091 Sevilla;Mujeres;2017;36,6
41091 Sevilla;Mujeres;2016;36,38
41091 Sevilla;Mujeres;2015;36,09
41091 Sevilla;Mujeres;2014;36,11
33066 Siero;Ambos sexos;2019;40,66
33066 Siero;Ambos sexos;2018;39,75
33066 Siero;Ambos sexos;2017;39,21
33066 Siero;Ambos sexos;2016;38,07
33066 Siero;Ambos sexos;2015;37,93
33066 Siero;Ambos sexos;2014;37,65
33066 Siero;Hombres;2019;43,76
33066 Siero;Hombres;2018;42,58
33066 Siero;Hombres;2017;42,02
33066 Siero;Hombres;2016;40,63
33066 Siero;Hombres;2015;40,48
33066 Siero;Hombres;2014;40,29
33066 Siero;Mujeres;2019;37,51
33066 Siero;Mujeres;2018;36,85
33066 Siero;Mujeres;2017;36,28
33066 Siero;Mujeres;2016;35,38
33066 Siero;Mujeres;2015;35,13
33066 Siero;Mujeres;2014;34,88
42173 Soria;Ambos sexos;2019;39,31
42173 Soria;Ambos sexos;2018;38,75
42173 Soria;Ambos sexos;2017;38,56
42173 Soria;Ambos sexos;2016;37,76
42173 Soria;Ambos sexos;2015;37,69
42173 Soria;Ambos sexos;2014;36,7
42173 Soria;Hombres;2019;40,95
42173 Soria;Hombres;2018;40,1
42173 Soria;Hombres;2017;40,51
42173 Soria;Hombres;2016;39,87
42173 Soria;Hombres;2015;40,72
42173 Soria;Hombres;2014;39,74
42173 Soria;Mujeres;2019;37,71
42173 Soria;Mujeres;2018;37,42
42173 Soria;Mujeres;2017;36,67
42173 Soria;Mujeres;2016;35,63
42173 Soria;Mujeres;2015;34,62
42173 Soria;Mujeres;2014;33,68
45165 Talavera de la Reina;Ambos sexos;2019;39,44
45165 Talavera de la Reina;Ambos sexos;2018;38,25
45165 Talavera de la Reina;Ambos sexos;2017;38,25
45165 Talavera de la Reina;Ambos sexos;2016;37,32
45165 Talavera de la Reina;Ambos sexos;2015;37,63
45165 Talavera de la Reina;Ambos sexos;2014;36,46
45165 Talavera de la Reina;Hombres;2019;41,42
45165 Talavera de la Reina;Hombres;2018;40,07
45165 Talavera de la Reina;Hombres;2017;40,42
45165 Talavera de la Reina;Hombres;2016;39,72
45165 Talavera de la Reina;Hombres;2015;40,27
45165 Talavera de la Reina;Hombres;2014;38,99
45165 Talavera de la Reina;Mujeres;2019;37,37
45165 Talavera de la Reina;Mujeres;2018;36,38
45165 Talavera de la Reina;Mujeres;2017;36,05
45165 Talavera de la Reina;Mujeres;2016;34,78
45165 Talavera de la Reina;Mujeres;2015;34,78
45165 Talavera de la Reina;Mujeres;2014;33,85
43148 Tarragona;Ambos sexos;2019;42,3
43148 Tarragona;Ambos sexos;2018;40,96
43148 Tarragona;Ambos sexos;2017;39,92
43148 Tarragona;Ambos sexos;2016;39,78
43148 Tarragona;Ambos sexos;2015;39,8
43148 Tarragona;Ambos sexos;2014;39,32
43148 Tarragona;Hombres;2019;45,37
43148 Tarragona;Hombres;2018;43,93
43148 Tarragona;Hombres;2017;42,71
43148 Tarragona;Hombres;2016;42,33
43148 Tarragona;Hombres;2015;42,8
43148 Tarragona;Hombres;2014;42,52
43148 Tarragona;Mujeres;2019;39,06
43148 Tarragona;Mujeres;2018;37,9
43148 Tarragona;Mujeres;2017;37,05
43148 Tarragona;Mujeres;2016;37,11
43148 Tarragona;Mujeres;2015;36,61
43148 Tarragona;Mujeres;2014;35,88
35026 Telde;Ambos sexos;2019;42,86
35026 Telde;Ambos sexos;2018;41,65
35026 Telde;Ambos sexos;2017;41,32
35026 Telde;Ambos sexos;2016;40,54
35026 Telde;Ambos sexos;2015;40,25
35026 Telde;Ambos sexos;2014;40,46
35026 Telde;Hombres;2019;45,97
35026 Telde;Hombres;2018;44,73
35026 Telde;Hombres;2017;44,49
35026 Telde;Hombres;2016;43,8
35026 Telde;Hombres;2015;43,5
35026 Telde;Hombres;2014;43,57
35026 Telde;Mujeres;2019;39,54
35026 Telde;Mujeres;2018;38,45
35026 Telde;Mujeres;2017;37,76
35026 Telde;Mujeres;2016;37,26
35026 Telde;Mujeres;2015;36,84
35026 Telde;Mujeres;2014;37,09
08279 Terrassa;Ambos sexos;2019;42,27
08279 Terrassa;Ambos sexos;2018;41,14
08279 Terrassa;Ambos sexos;2017;39,97
08279 Terrassa;Ambos sexos;2016;39,53
08279 Terrassa;Ambos sexos;2015;39,31
08279 Terrassa;Ambos sexos;2014;39,16
08279 Terrassa;Hombres;2019;45,05
08279 Terrassa;Hombres;2018;43,79
08279 Terrassa;Hombres;2017;42,51
08279 Terrassa;Hombres;2016;41,84
08279 Terrassa;Hombres;2015;42,01
08279 Terrassa;Hombres;2014;42,02
08279 Terrassa;Mujeres;2019;39,24
08279 Terrassa;Mujeres;2018;38,35
08279 Terrassa;Mujeres;2017;37,35
08279 Terrassa;Mujeres;2016;37,07
08279 Terrassa;Mujeres;2015;36,48
08279 Terrassa;Mujeres;2014;36,18
44216 Teruel;Ambos sexos;2019;38,39
44216 Teruel;Ambos sexos;2018;38,04
44216 Teruel;Ambos sexos;2017;37,09
44216 Teruel;Ambos sexos;2016;36,79
44216 Teruel;Ambos sexos;2015;35,85
44216 Teruel;Ambos sexos;2014;35,37
44216 Teruel;Hombres;2019;40,63
44216 Teruel;Hombres;2018;39,82
44216 Teruel;Hombres;2017;39,11
44216 Teruel;Hombres;2016;38,7
44216 Teruel;Hombres;2015;37,46
44216 Teruel;Hombres;2014;36,9
44216 Teruel;Mujeres;2019;36,02
44216 Teruel;Mujeres;2018;36,1
44216 Teruel;Mujeres;2017;35,13
44216 Teruel;Mujeres;2016;34,9
44216 Teruel;Mujeres;2015;34,24
44216 Teruel;Mujeres;2014;33,9
45168 Toledo;Ambos sexos;2019;38,08
45168 Toledo;Ambos sexos;2018;38
45168 Toledo;Ambos sexos;2017;37,73
45168 Toledo;Ambos sexos;2016;37,84
45168 Toledo;Ambos sexos;2015;36,96
45168 Toledo;Ambos sexos;2014;36,12
45168 Toledo;Hombres;2019;40,61
45168 Toledo;Hombres;2018;40,33
45168 Toledo;Hombres;2017;40,05
45168 Toledo;Hombres;2016;40,2
45168 Toledo;Hombres;2015;39,25
45168 Toledo;Hombres;2014;38,54
45168 Toledo;Mujeres;2019;35,58
45168 Toledo;Mujeres;2018;35,68
45168 Toledo;Mujeres;2017;35,48
45168 Toledo;Mujeres;2016;35,41
45168 Toledo;Mujeres;2015;34,59
45168 Toledo;Mujeres;2014;33,73
28148 Torrejón de Ardoz;Ambos sexos;2019;40,62
28148 Torrejón de Ardoz;Ambos sexos;2018;40,03
28148 Torrejón de Ardoz;Ambos sexos;2017;38,98
28148 Torrejón de Ardoz;Ambos sexos;2016;37,56
28148 Torrejón de Ardoz;Ambos sexos;2015;37,38
28148 Torrejón de Ardoz;Ambos sexos;2014;37,15
28148 Torrejón de Ardoz;Hombres;2019;42,68
28148 Torrejón de Ardoz;Hombres;2018;42,22
28148 Torrejón de Ardoz;Hombres;2017;41,37
28148 Torrejón de Ardoz;Hombres;2016;39,96
28148 Torrejón de Ardoz;Hombres;2015;40,13
28148 Torrejón de Ardoz;Hombres;2014;39,57
28148 Torrejón de Ardoz;Mujeres;2019;38,52
28148 Torrejón de Ardoz;Mujeres;2018;37,87
28148 Torrejón de Ardoz;Mujeres;2017;36,73
28148 Torrejón de Ardoz;Mujeres;2016;35,33
28148 Torrejón de Ardoz;Mujeres;2015;34,91
28148 Torrejón de Ardoz;Mujeres;2014;34,84
39087 Torrelavega;Ambos sexos;2019;38,95
39087 Torrelavega;Ambos sexos;2018;37,62
39087 Torrelavega;Ambos sexos;2017;37,82
39087 Torrelavega;Ambos sexos;2016;38,24
39087 Torrelavega;Ambos sexos;2015;39,07
39087 Torrelavega;Ambos sexos;2014;38,87
39087 Torrelavega;Hombres;2019;41,22
39087 Torrelavega;Hombres;2018;39,48
39087 Torrelavega;Hombres;2017;40,45
39087 Torrelavega;Hombres;2016;41,3
39087 Torrelavega;Hombres;2015;42,57
39087 Torrelavega;Hombres;2014;41,66
39087 Torrelavega;Mujeres;2019;36,78
39087 Torrelavega;Mujeres;2018;35,91
39087 Torrelavega;Mujeres;2017;35,27
39087 Torrelavega;Mujeres;2016;35,37
39087 Torrelavega;Mujeres;2015;35,67
39087 Torrelavega;Mujeres;2014;36,06
29901 Torremolinos;Ambos sexos;2019;44,1
29901 Torremolinos;Ambos sexos;2018;43,46
29901 Torremolinos;Ambos sexos;2017;42,65
29901 Torremolinos;Ambos sexos;2016;42,88
29901 Torremolinos;Ambos sexos;2015;42,72
29901 Torremolinos;Ambos sexos;2014;42,82
29901 Torremolinos;Hombres;2019;47,87
29901 Torremolinos;Hombres;2018;47,23
29901 Torremolinos;Hombres;2017;46,37
29901 Torremolinos;Hombres;2016;46,62
29901 Torremolinos;Hombres;2015;46,74
29901 Torremolinos;Hombres;2014;47,26
29901 Torremolinos;Mujeres;2019;38,95
29901 Torremolinos;Mujeres;2018;38,79
29901 Torremolinos;Mujeres;2017;38,1
29901 Torremolinos;Mujeres;2016;38,45
29901 Torremolinos;Mujeres;2015;37,62
29901 Torremolinos;Mujeres;2014;37,19
46244 Torrent;Ambos sexos;2019;40,49
46244 Torrent;Ambos sexos;2018;38,74
46244 Torrent;Ambos sexos;2017;37,82
46244 Torrent;Ambos sexos;2016;37,29
46244 Torrent;Ambos sexos;2015;37,94
46244 Torrent;Ambos sexos;2014;37,97
46244 Torrent;Hombres;2019;43,18
46244 Torrent;Hombres;2018;41,29
46244 Torrent;Hombres;2017;39,95
46244 Torrent;Hombres;2016;39,43
46244 Torrent;Hombres;2015;40,23
46244 Torrent;Hombres;2014;40,29
46244 Torrent;Mujeres;2019;37,65
46244 Torrent;Mujeres;2018;36,13
46244 Torrent;Mujeres;2017;35,78
46244 Torrent;Mujeres;2016;35,17
46244 Torrent;Mujeres;2015;35,71
46244 Torrent;Mujeres;2014;35,64
